slot_filler_id,score_pop,score_mainstream,score_niche,model_tier,source_prediction_count
6187,0.99062,0.003597,0.005783,pop,1
6188,0.99062,0.003597,0.005783,pop,1
6189,0.018047,0.427545,0.554408,niche,1
6190,0.018047,0.427545,0.554408,niche,1
6191,0.000316,0.03188,0.967803,niche,1
6192,0.000316,0.03188,0.967803,niche,1
6193,0.000489,0.00135,0.998161,niche,1
6194,0.000489,0.00135,0.998161,niche,1
6195,0.096474,0.64507,0.258456,mainstream,2
6196,0.004778,0.047931,0.947291,niche,1
6197,0.004778,0.047931,0.947291,niche,1
6198,0.054707,0.773762,0.171531,mainstream,1
6199,0.051981,0.052465,0.895554,niche,1
6200,0.002934,0.255941,0.741125,niche,1
6201,0.002934,0.255941,0.741125,niche,1
6202,0.009256,0.391918,0.598826,niche,1
6203,0.009256,0.391918,0.598826,niche,1
6204,0.934445,0.040508,0.025047,pop,1
6205,0.934445,0.040508,0.025047,pop,1
6206,0.934445,0.040508,0.025047,pop,1
6207,0.018462,0.173758,0.80778,niche,1
6208,0.018462,0.173758,0.80778,niche,1
6209,0.9442,0.046438,0.009363,pop,1
6210,0.9442,0.046438,0.009363,pop,1
6211,0.9442,0.046438,0.009363,pop,1
6212,0.002055,0.168336,0.829609,niche,1
6213,3.7e-05,0.002892,0.997071,niche,1
6214,0.215808,0.143364,0.640827,niche,1
6215,5e-05,0.003602,0.996348,niche,1
6216,0.005233,0.706941,0.287826,mainstream,1
6217,0.041154,0.875531,0.083315,mainstream,1
6218,0.041154,0.875531,0.083315,mainstream,1
6219,0.002888,0.433578,0.563533,niche,1
6220,0.002888,0.433578,0.563533,niche,1
6221,0.000142,0.042968,0.956891,niche,1
6222,0.004729,0.464076,0.531195,niche,1
6223,0.004729,0.464076,0.531195,niche,1
6224,0.021913,0.860893,0.117194,mainstream,1
6225,0.009887,0.972227,0.017887,mainstream,1
6226,0.153604,0.154392,0.692004,niche,1
6227,0.153604,0.154392,0.692004,niche,1
6228,0.176912,0.41377,0.409318,mainstream,1
6229,0.000107,0.004267,0.995626,niche,1
6230,0.000107,0.004267,0.995626,niche,1
6231,0.001702,0.013221,0.985076,niche,1
6232,2.7e-05,0.004694,0.995279,niche,1
6233,2.7e-05,0.004694,0.995279,niche,1
6234,0.002399,0.993116,0.004485,mainstream,1
6235,0.002399,0.993116,0.004485,mainstream,1
6236,0.029648,0.929913,0.040439,mainstream,1
6237,0.029648,0.929913,0.040439,mainstream,1
6238,0.023557,0.100053,0.87639,niche,1
6239,0.023557,0.100053,0.87639,niche,1
6240,0.001649,0.044536,0.953815,niche,1
6241,0.016782,0.009473,0.973746,niche,1
6242,0.016782,0.009473,0.973746,niche,1
6243,0.298964,0.137145,0.56389,niche,1
6244,0.007827,0.035094,0.957079,niche,1
6245,0.001284,0.989449,0.009267,mainstream,1
6246,0.001284,0.989449,0.009267,mainstream,1
6247,0.002165,0.43065,0.567186,niche,1
6248,0.002165,0.43065,0.567186,niche,1
6249,0.000739,0.417872,0.581388,niche,1
6250,0.038908,0.030799,0.930292,niche,1
6251,0.029352,0.048836,0.921812,niche,1
6252,0.993585,0.00588,0.000535,pop,1
6253,0.993585,0.00588,0.000535,pop,1
6254,0.993585,0.00588,0.000535,pop,1
6255,0.0809,0.811122,0.107978,mainstream,1
6256,0.004683,0.302962,0.692355,niche,1
6257,0.003035,0.935425,0.06154,mainstream,1
6258,0.015431,0.781203,0.203366,mainstream,1
6259,0.015431,0.781203,0.203366,mainstream,1
6260,0.112078,0.190608,0.697314,niche,184
6261,0.009272,0.042895,0.947833,niche,1
6262,0.345138,0.225251,0.429611,niche,6
6263,0.025596,0.223777,0.750627,niche,5
6264,0.084054,0.268757,0.647189,niche,79
6265,0.018062,0.34387,0.638068,niche,24
6266,0.056742,0.360628,0.582631,niche,42
6267,0.003816,0.006139,0.990045,niche,9
6268,0.024929,0.174962,0.80011,niche,44
6269,0.076822,0.524809,0.398369,mainstream,50
6270,0.085247,0.288727,0.626027,niche,177
6271,0.01299,0.127433,0.859576,niche,33
6272,0.002815,0.032941,0.964244,niche,1
6273,0.215916,0.269207,0.514878,niche,68
6274,0.071947,0.483634,0.44442,mainstream,52
6275,0.059078,0.238995,0.701927,niche,2
6276,0.000399,0.014967,0.984634,niche,6
6277,0.000425,0.031518,0.968057,niche,1
6278,0.003155,0.012452,0.984393,niche,1
6279,0.000169,0.003978,0.995853,niche,1
6280,0.011153,0.054384,0.934463,niche,37
6281,0.231793,0.297573,0.470634,niche,12
6282,0.006627,0.030034,0.963339,niche,4
6283,0.008531,0.779283,0.212186,mainstream,16
6284,0.001223,0.008299,0.990478,niche,7
6285,0.009759,0.309401,0.680839,niche,25
6286,0.010407,0.156382,0.833211,niche,25
6287,0.004523,0.053072,0.942405,niche,53
6288,0.000277,0.002895,0.996828,niche,3
6289,0.07092,0.772996,0.156084,mainstream,5
6290,0.01199,0.129016,0.858993,niche,29
6291,0.007684,0.100846,0.89147,niche,31
6292,0.038267,0.199479,0.762254,niche,83
6293,0.000755,0.325475,0.67377,niche,3
6294,0.09259,0.121447,0.785963,niche,14
6295,0.003789,0.012342,0.983869,niche,24
6296,0.002348,0.05687,0.940782,niche,23
6297,0.010198,0.336371,0.653432,niche,2
6298,0.280064,0.049722,0.670213,niche,4
6299,0.022312,0.329785,0.647903,niche,19
6300,0.001942,0.006641,0.991416,niche,2
6301,0.000668,0.003865,0.995468,niche,1
6302,0.044681,0.319441,0.635878,niche,15
6303,1.8e-05,0.000722,0.99926,niche,1
6304,0.021064,0.266138,0.712797,niche,36
6305,0.520041,0.16881,0.311149,pop,6
6306,0.012406,0.424069,0.563525,niche,6
6307,0.000152,0.012786,0.987063,niche,1
6308,0.003851,0.003262,0.992887,niche,1
6309,0.111923,0.219325,0.668752,niche,25
6310,0.026054,0.030181,0.943766,niche,31
6311,0.143006,0.257341,0.599653,niche,34
6312,0.022366,0.017372,0.960263,niche,3
6313,0.002617,0.06355,0.933833,niche,1
6314,0.116369,0.281098,0.602534,niche,12
6315,0.040318,0.086538,0.873144,niche,6
6316,0.003082,0.098205,0.898712,niche,27
6317,3e-06,0.000103,0.999894,niche,1
6318,0.007491,0.124815,0.867694,niche,2
6319,0.071617,0.202291,0.726092,niche,9
6320,0.036995,0.030015,0.93299,niche,1
6321,0.001155,0.136081,0.862765,niche,9
6322,0.028716,0.439363,0.531921,niche,8
6323,0.003564,0.00528,0.991156,niche,1
6324,0.100763,0.023533,0.875703,niche,2
6325,0.005026,0.004866,0.990108,niche,1
6326,0.001755,0.090021,0.908224,niche,1
6327,7.1e-05,0.010854,0.989076,niche,1
6328,0.017399,0.1623,0.820301,niche,13
6329,0.003855,0.464222,0.531923,niche,2
6330,0.001089,0.083942,0.91497,niche,10
6331,0.001163,0.01252,0.986317,niche,3
6332,2.3e-05,0.00252,0.997457,niche,1
6333,0.001013,0.050055,0.948931,niche,3
6334,0.007721,0.199333,0.792946,niche,6
6335,0.004259,0.067965,0.927777,niche,13
6336,0.004972,0.019481,0.975547,niche,15
6337,0.031554,0.03586,0.932586,niche,6
6338,0.00837,0.049813,0.941817,niche,2
6339,0.000261,0.001605,0.998134,niche,6
6340,0.109806,0.276962,0.613232,niche,3
6341,0.137256,0.16785,0.694893,niche,22
6342,0.000926,0.116885,0.882189,niche,2
6343,0.046805,0.10106,0.852135,niche,4
6344,0.001784,0.109506,0.888711,niche,10
6345,0.014397,0.768512,0.21709,mainstream,4
6346,0.017466,0.558645,0.423889,mainstream,12
6347,0.279876,0.263913,0.456211,niche,24
6348,0.004886,0.03147,0.963644,niche,9
6349,7e-06,0.000223,0.99977,niche,1
6350,0.114712,0.00554,0.879748,niche,3
6351,0.064343,0.06878,0.866877,niche,50
6352,0.0211,0.156078,0.822823,niche,6
6353,0.009418,0.003337,0.987246,niche,2
6354,0.006753,0.005447,0.9878,niche,1
6355,0.004729,0.062002,0.933269,niche,6
6356,0.017477,0.268081,0.714441,niche,8
6357,9.4e-05,0.001054,0.998852,niche,1
6358,7.3e-05,0.001576,0.99835,niche,2
6359,1.1e-05,0.000356,0.999633,niche,2
6360,0.037711,0.034033,0.928256,niche,6
6361,0.175016,0.282276,0.542708,niche,10
6362,0.007371,0.046753,0.945876,niche,1
6363,0.006576,0.341212,0.652212,niche,13
6364,0.008056,0.07796,0.913984,niche,7
6365,0.031935,0.249897,0.718168,niche,11
6366,6e-05,0.007586,0.992355,niche,2
6367,0.005893,0.244841,0.749266,niche,9
6368,1.1e-05,6.9e-05,0.999919,niche,1
6369,0.006036,0.063102,0.930861,niche,6
6370,0.022168,0.403827,0.574005,niche,3
6371,0.002006,0.020172,0.977822,niche,1
6372,0.002734,0.011789,0.985476,niche,2
6373,4.2e-05,0.002344,0.997613,niche,2
6374,0.000633,0.018787,0.98058,niche,3
6375,0.000609,0.004164,0.995226,niche,1
6376,0.176533,0.182736,0.640731,niche,18
6377,0.000123,0.023497,0.97638,niche,2
6378,0.002371,0.231036,0.766595,niche,2
6379,0.003769,0.076147,0.920084,niche,16
6380,0.000655,0.007129,0.992216,niche,1
6381,0.004322,0.088468,0.907209,niche,2
6382,0.000348,0.021357,0.978295,niche,2
6383,3e-05,0.000108,0.999862,niche,1
6384,0.169375,0.619679,0.210946,mainstream,7
6385,0.000243,0.004244,0.995513,niche,1
6386,0.001043,0.014911,0.984046,niche,5
6387,0.218211,0.136017,0.645772,niche,11
6388,0.001721,0.011416,0.986862,niche,2
6389,0.000895,0.005429,0.993676,niche,1
6390,0.000135,0.000102,0.999763,niche,1
6391,0.001253,0.008703,0.990045,niche,1
6392,0.001752,0.028485,0.969763,niche,19
6393,0.225816,0.041698,0.732486,niche,1
6394,0.000187,0.004322,0.995491,niche,1
6395,0.020737,0.077933,0.90133,niche,1
6396,0.024155,0.068524,0.907321,niche,6
6397,0.000542,0.02396,0.975498,niche,3
6398,8.1e-05,0.005183,0.994736,niche,2
6399,5e-05,0.004648,0.995303,niche,1
6400,0.000131,0.047283,0.952586,niche,1
6401,0.010059,0.018191,0.971751,niche,1
6402,0.016705,0.062577,0.920718,niche,1
6403,0.017578,0.182679,0.799743,niche,13
6404,0.045502,0.386175,0.568323,niche,2
6405,8.3e-05,0.004449,0.995468,niche,3
6406,0.000214,0.002078,0.997708,niche,1
6407,0.064825,0.278465,0.656709,niche,2
6408,0.000717,0.043035,0.956247,niche,2
6409,0.000159,0.006002,0.99384,niche,1
6410,0.149901,0.228417,0.621682,niche,6
6411,0.003027,0.649628,0.347345,mainstream,2
6412,0.000987,0.019598,0.979415,niche,1
6413,0.000166,0.103017,0.896817,niche,2
6414,0.00202,0.41079,0.58719,niche,4
6415,0.000512,0.061247,0.938241,niche,3
6416,0.051817,0.007124,0.941059,niche,1
6417,0.013676,0.131322,0.855001,niche,34
6418,0.000617,0.001285,0.998099,niche,1
6419,0.002491,0.710561,0.286948,mainstream,3
6420,0.00337,0.086536,0.910094,niche,12
6421,0.000412,0.004834,0.994754,niche,2
6422,0.000375,0.009684,0.98994,niche,1
6423,0.015165,0.067825,0.917009,niche,2
6424,0.01409,0.140048,0.845862,niche,1
6425,0.00285,0.403063,0.594087,niche,3
6426,0.000934,0.003769,0.995297,niche,1
6427,0.007242,0.686727,0.306031,mainstream,6
6428,0.000576,0.047935,0.951488,niche,10
6429,0.027846,0.133686,0.838468,niche,23
6430,0.163764,0.45216,0.384076,mainstream,6
6431,0.004379,0.560643,0.434978,mainstream,2
6432,0.174884,0.356647,0.46847,niche,6
6433,0.013423,0.151466,0.835111,niche,1
6434,0.163955,0.215426,0.620619,niche,1
6435,0.000538,3.7e-05,0.999425,niche,1
6436,0.015715,0.426085,0.558199,niche,3
6437,0.014346,0.006644,0.979009,niche,1
6438,0.00026,0.003813,0.995927,niche,1
6439,0.021664,0.062288,0.916048,niche,1
6440,0.060395,0.49776,0.441845,mainstream,1
6441,0.030271,0.680851,0.288878,mainstream,1
6442,0.004384,0.207957,0.787659,niche,11
6443,0.010802,0.121278,0.867919,niche,6
6444,0.559035,0.169124,0.271842,pop,12
6445,0.001256,0.220417,0.778327,niche,5
6446,0.000781,0.053928,0.945291,niche,2
6447,0.00235,0.002193,0.995457,niche,1
6448,0.015698,0.163347,0.820955,niche,5
6449,0.001379,0.609533,0.389088,mainstream,1
6450,0.023537,0.899955,0.076508,mainstream,1
6451,0.064839,0.137591,0.79757,niche,2
6452,0.00036,0.001733,0.997907,niche,1
6453,0.000643,0.008349,0.991007,niche,1
6454,0.000626,0.001242,0.998132,niche,1
6455,0.013567,0.048371,0.938062,niche,4
6456,0.001397,0.00032,0.998282,niche,1
6457,0.001261,0.134441,0.864297,niche,2
6458,0.000241,0.039401,0.960358,niche,1
6459,0.011516,0.150452,0.838033,niche,4
6460,0.006763,0.101108,0.89213,niche,2
6461,0.000592,0.085451,0.913957,niche,2
6462,0.018193,0.847245,0.134562,mainstream,1
6463,0.033591,0.011784,0.954624,niche,1
6464,0.001001,0.003674,0.995324,niche,5
6465,2.1e-05,0.001223,0.998755,niche,2
6466,0.081999,0.058888,0.859113,niche,5
6467,0.000101,0.001299,0.998601,niche,1
6468,0.04734,0.543359,0.409301,mainstream,5
6469,0.003785,0.820255,0.17596,mainstream,1
6470,0.02394,0.199278,0.776782,niche,1
6471,0.000293,0.000853,0.998854,niche,1
6472,0.001289,0.230923,0.767788,niche,3
6473,0.00638,0.660372,0.333248,mainstream,1
6474,0.019441,0.032724,0.947834,niche,1
6475,0.015427,0.06501,0.919563,niche,8
6476,0.005042,0.010738,0.98422,niche,1
6477,0.001397,0.080557,0.918045,niche,1
6478,0.006316,0.161519,0.832165,niche,1
6479,0.010608,0.458163,0.531228,niche,1
6480,0.004818,0.690511,0.304672,mainstream,3
6481,0.006366,0.200398,0.793236,niche,1
6482,6.9e-05,0.002092,0.997839,niche,1
6483,0.004045,0.157609,0.838346,niche,2
6484,0.012882,0.195488,0.791629,niche,5
6485,0.000674,0.068791,0.930535,niche,7
6486,0.001103,0.007037,0.99186,niche,1
6487,0.000566,0.002495,0.996938,niche,1
6488,0.549639,0.136816,0.313544,pop,1
6489,0.061809,0.172688,0.765503,niche,1
6490,0.001739,0.204269,0.793992,niche,2
6491,0.195099,0.053544,0.751356,niche,7
6492,0.007771,0.671417,0.320812,mainstream,1
6493,0.000446,0.855042,0.144512,mainstream,2
6494,0.374455,0.130977,0.494568,niche,5
6495,0.047413,0.222954,0.729633,niche,1
6496,0.004012,0.027531,0.968458,niche,1
6497,0.000744,0.017427,0.981829,niche,1
6498,0.053796,0.632982,0.313222,mainstream,4
6499,0.393137,0.253961,0.352902,pop,7
6500,0.165858,0.147135,0.687007,niche,6
6501,0.035522,0.506676,0.457802,mainstream,4
6502,0.003291,0.060354,0.936355,niche,2
6503,0.009441,0.103335,0.887224,niche,13
6504,0.047356,0.091764,0.86088,niche,2
6505,0.000711,0.01431,0.98498,niche,1
6506,0.038823,0.31747,0.643707,niche,1
6507,0.001161,0.679919,0.31892,mainstream,2
6508,0.000167,0.003359,0.996474,niche,3
6509,0.000966,0.027676,0.971358,niche,2
6510,0.008952,0.46112,0.529929,niche,16
6511,0.003723,0.579128,0.417148,mainstream,8
6512,0.005457,0.077654,0.916888,niche,14
6513,0.000514,0.053649,0.945838,niche,1
6514,0.001745,0.03878,0.959475,niche,1
6515,0.003856,0.036765,0.959378,niche,2
6516,0.002085,0.665474,0.332441,mainstream,4
6517,0.00612,0.227432,0.766448,niche,2
6518,0.012341,0.034363,0.953296,niche,1
6519,0.028855,0.634512,0.336632,mainstream,3
6520,0.001247,0.192265,0.806488,niche,1
6521,0.001893,0.184516,0.813592,niche,2
6522,0.260953,0.282468,0.456579,niche,10
6523,0.082119,0.027722,0.89016,niche,3
6524,0.028313,0.167208,0.804479,niche,3
6525,0.003398,0.01279,0.983813,niche,1
6526,0.004116,0.407032,0.588852,niche,1
6527,3.9e-05,0.001903,0.998057,niche,1
6528,0.573474,0.354928,0.071597,pop,2
6529,0.014769,0.028787,0.956444,niche,1
6530,0.02312,0.730368,0.246512,mainstream,1
6531,0.00038,0.119739,0.879881,niche,2
6532,0.037619,0.21458,0.747801,niche,3
6533,0.010844,0.049381,0.939774,niche,4
6534,0.008819,0.044507,0.946674,niche,1
6535,0.022184,0.238438,0.739378,niche,1
6536,0.004404,0.77481,0.220786,mainstream,1
6537,0.026994,0.477325,0.495682,niche,1
6538,0.004091,0.564178,0.431731,mainstream,3
6539,0.018407,0.061408,0.920186,niche,3
6540,0.02595,0.008898,0.965152,niche,1
6541,0.00187,0.277895,0.720235,niche,1
6542,0.080699,0.292559,0.626742,niche,2
6543,0.012782,0.040994,0.946224,niche,1
6544,0.002773,0.066368,0.930858,niche,2
6545,0.000466,0.007941,0.991593,niche,1
6546,0.000438,0.024863,0.974699,niche,1
6547,0.001495,0.009184,0.989321,niche,2
6548,0.005643,0.102715,0.891643,niche,1
6549,0.003804,0.598302,0.397893,mainstream,8
6550,0.000257,0.005549,0.994194,niche,1
6551,0.015381,0.172003,0.812616,niche,8
6552,6.7e-05,0.080494,0.919438,niche,1
6553,0.012035,0.082865,0.9051,niche,1
6554,6.1e-05,0.007333,0.992606,niche,1
6555,2e-06,0.000112,0.999886,niche,1
6556,0.038956,0.119692,0.841352,niche,1
6557,0.01994,0.014139,0.965921,niche,3
6558,0.002641,0.333486,0.663873,niche,3
6559,7.5e-05,0.020369,0.979557,niche,1
6560,0.000543,0.004763,0.994694,niche,2
6561,0.001569,0.115489,0.882941,niche,2
6562,0.002502,0.533508,0.46399,mainstream,2
6563,0.00266,0.910877,0.086463,mainstream,2
6564,0.998935,0.000474,0.000591,pop,2
6565,0.018546,0.296852,0.684602,niche,1
6566,9.5e-05,0.004143,0.995762,niche,1
6567,0.003187,0.72914,0.267673,mainstream,1
6568,0.001915,0.533834,0.46425,mainstream,2
6569,7.9e-05,0.222463,0.777459,niche,1
6570,0.179026,0.184669,0.636305,niche,2
6571,0.001365,0.008709,0.989926,niche,1
6572,0.285238,0.414394,0.300367,mainstream,1
6573,0.001078,0.017982,0.98094,niche,1
6574,0.001127,0.080703,0.91817,niche,3
6575,0.014724,0.262041,0.723235,niche,4
6576,0.05355,0.173545,0.772904,niche,2
6577,0.000197,0.017875,0.981928,niche,1
6578,0.000306,0.008276,0.991418,niche,1
6579,0.009296,0.877478,0.113226,mainstream,1
6580,0.000623,0.0194,0.979977,niche,1
6581,0.000154,0.03211,0.967736,niche,2
6582,0.003449,0.61734,0.37921,mainstream,3
6583,0.010535,0.12522,0.864246,niche,2
6584,0.002437,0.155598,0.841965,niche,1
6585,0.042563,0.272197,0.685241,niche,6
6586,0.037779,0.694784,0.267437,mainstream,4
6587,0.006087,0.705131,0.288782,mainstream,1
6588,0.073216,0.108085,0.818699,niche,1
6589,6.2e-05,0.001829,0.998109,niche,1
6590,0.259341,0.66885,0.071809,mainstream,1
6591,0.002336,0.04345,0.954214,niche,1
6592,8.3e-05,0.001763,0.998154,niche,1
6593,0.024056,0.293201,0.682744,niche,1
6594,0.000153,0.003611,0.996236,niche,1
6595,0.012719,0.056678,0.930602,niche,2
6596,0.003702,0.129483,0.866815,niche,1
6597,0.024562,0.261362,0.714075,niche,6
6598,0.035116,0.365488,0.599396,niche,3
6599,0.000234,0.011106,0.98866,niche,1
6600,0.019147,0.325845,0.655007,niche,2
6601,0.000289,0.0068,0.992911,niche,1
6602,6e-05,0.000579,0.999361,niche,1
6603,0.002054,0.776511,0.221435,mainstream,1
6604,0.001009,0.043814,0.955178,niche,1
6605,0.000134,0.000159,0.999708,niche,1
6606,0.002186,0.277668,0.720146,niche,2
6607,0.00501,0.023769,0.971221,niche,1
6608,0.067975,0.706377,0.225648,mainstream,1
6609,0.001118,0.036399,0.962483,niche,4
6610,0.006663,0.779183,0.214153,mainstream,1
6611,0.00343,0.619052,0.377518,mainstream,1
6612,0.01126,0.858007,0.130732,mainstream,3
6613,0.000385,0.034355,0.96526,niche,1
6614,0.14365,0.225364,0.630986,niche,3
6615,0.0072,0.032939,0.959861,niche,2
6616,0.009222,0.004296,0.986482,niche,1
6617,0.001972,0.987715,0.010313,mainstream,2
6618,0.001106,0.075636,0.923257,niche,1
6619,0.00455,0.410741,0.584709,niche,1
6620,0.009435,0.043279,0.947286,niche,1
6621,0.001159,0.002321,0.99652,niche,1
6622,0.060559,0.074385,0.865055,niche,1
6623,0.001203,0.029581,0.969217,niche,9
6624,0.175432,0.032401,0.792167,niche,3
6625,0.034395,0.717366,0.248239,mainstream,3
6626,0.004905,0.348488,0.646607,niche,1
6627,0.060309,0.86855,0.07114,mainstream,1
6628,0.028831,0.043975,0.927194,niche,2
6629,0.607017,0.268018,0.124964,pop,1
6630,8e-05,0.029797,0.970123,niche,1
6631,0.014514,0.013832,0.971654,niche,1
6632,0.000477,0.026727,0.972796,niche,1
6633,0.001199,0.008502,0.990298,niche,1
6634,0.003576,0.271949,0.724474,niche,7
6635,7e-05,0.011532,0.988399,niche,1
6636,0.016405,0.498055,0.48554,mainstream,1
6637,0.083955,0.415125,0.500921,niche,2
6638,0.011963,0.534667,0.45337,mainstream,1
6639,0.47848,0.158255,0.363266,pop,4
6640,0.325184,0.147294,0.527522,niche,3
6641,0.000391,0.018654,0.980955,niche,1
6642,0.002234,0.065274,0.932492,niche,1
6643,0.000353,0.027881,0.971767,niche,1
6644,0.001694,0.01248,0.985826,niche,1
6645,0.001919,0.436813,0.561268,niche,2
6646,0.012896,0.310705,0.676399,niche,2
6647,0.061667,0.008491,0.929842,niche,1
6648,0.0193,0.20724,0.773461,niche,2
6649,0.019262,0.009999,0.970739,niche,1
6650,0.103738,0.770347,0.125916,mainstream,4
6651,0.002521,0.187146,0.810333,niche,1
6652,0.001865,0.053319,0.944816,niche,1
6653,0.000452,0.181772,0.817776,niche,1
6654,0.067824,0.48491,0.447267,mainstream,9
6655,0.001877,0.01172,0.986403,niche,5
6656,0.0336,0.193901,0.7725,niche,1
6657,0.006661,0.684407,0.308932,mainstream,1
6658,0.004478,0.694399,0.301123,mainstream,1
6659,0.000112,0.000357,0.999531,niche,1
6660,0.004417,0.003261,0.992322,niche,1
6661,0.003474,0.326435,0.670092,niche,3
6662,0.000187,0.000684,0.999129,niche,1
6663,0.001195,0.699066,0.299738,mainstream,1
6664,0.003522,0.028305,0.968173,niche,1
6665,0.001544,0.008429,0.990027,niche,1
6666,0.000896,0.03714,0.961963,niche,1
6667,0.000458,0.017435,0.982107,niche,2
6668,0.017094,0.068181,0.914726,niche,1
6669,0.000121,0.003763,0.996116,niche,1
6670,0.013205,0.423335,0.56346,niche,1
6671,9e-06,7e-05,0.999922,niche,1
6672,0.001748,0.039308,0.958944,niche,7
6673,0.000343,0.000273,0.999384,niche,1
6674,0.000187,0.014327,0.985486,niche,1
6675,0.00801,0.044935,0.947055,niche,1
6676,0.00021,0.090412,0.909378,niche,2
6677,0.005926,0.00308,0.990994,niche,1
6678,5.1e-05,0.001333,0.998616,niche,1
6679,0.000534,0.00079,0.998676,niche,2
6680,0.000197,0.002363,0.99744,niche,1
6681,0.001092,0.072106,0.926802,niche,1
6682,0.03581,0.872503,0.091687,mainstream,1
6683,0.009065,0.037765,0.95317,niche,1
6684,0.000977,0.011148,0.987875,niche,1
6685,0.002251,0.047744,0.950005,niche,1
6686,0.00326,0.679652,0.317088,mainstream,1
6687,6.1e-05,0.00101,0.99893,niche,1
6688,0.000153,0.010705,0.989142,niche,1
6689,0.018279,0.028931,0.952789,niche,1
6690,0.008765,0.544867,0.446368,mainstream,2
6691,0.000503,0.003756,0.995741,niche,1
6692,0.005268,0.019681,0.975051,niche,1
6693,0.000356,0.023506,0.976138,niche,1
6694,0.003394,0.920129,0.076477,mainstream,3
6695,0.042113,0.62514,0.332747,mainstream,2
6696,0.011861,0.148976,0.839163,niche,1
6697,0.000801,0.057469,0.941729,niche,1
6698,0.001874,0.004802,0.993323,niche,2
6699,0.001197,0.125459,0.873344,niche,2
6700,0.006982,0.294077,0.698941,niche,4
6701,4.8e-05,0.000748,0.999204,niche,1
6702,1.8e-05,7.9e-05,0.999903,niche,1
6703,0.016175,0.203714,0.780112,niche,1
6704,0.000281,0.005225,0.994494,niche,1
6705,0.000112,0.005416,0.994472,niche,1
6706,0.002022,0.489439,0.508538,niche,1
6707,0.003903,0.104333,0.891764,niche,1
6708,0.01023,0.065035,0.924735,niche,1
6709,0.002091,0.025651,0.972258,niche,1
6710,0.005227,0.472503,0.522271,niche,2
6711,0.424245,0.054136,0.521618,niche,1
6712,0.145018,0.758668,0.096314,mainstream,1
6713,0.076902,0.716878,0.20622,mainstream,1
6714,0.002438,0.753377,0.244185,mainstream,1
6715,0.024849,0.509025,0.466126,mainstream,1
6716,0.159006,0.20632,0.634674,niche,1
6717,0.083023,0.339724,0.577253,niche,1
6718,0.001414,0.021119,0.977467,niche,1
6719,0.000955,0.574861,0.424184,mainstream,1
6720,0.007363,0.496789,0.495847,mainstream,1
6721,0.029514,0.124789,0.845698,niche,2
6722,0.00082,0.010056,0.989124,niche,1
6723,0.006075,0.590353,0.403572,mainstream,1
6724,0.133083,0.293291,0.573627,niche,2
6725,0.000286,0.030684,0.96903,niche,2
6726,0.007511,0.164245,0.828244,niche,1
6727,0.00854,0.641158,0.350302,mainstream,5
6728,0.00239,0.039523,0.958087,niche,1
6729,0.001545,0.002252,0.996203,niche,1
6730,0.000674,0.000285,0.999041,niche,1
6731,0.001128,0.027516,0.971356,niche,1
6732,0.000256,0.001506,0.998238,niche,1
6733,0.030179,0.853808,0.116013,mainstream,1
6734,7e-05,0.001779,0.998151,niche,2
6735,0.035816,0.016478,0.947706,niche,1
6736,7.9e-05,0.014664,0.985257,niche,1
6737,0.63813,0.324451,0.03742,pop,2
6738,6.3e-05,0.004123,0.995815,niche,1
6739,0.004286,0.839617,0.156097,mainstream,1
6740,0.020334,0.007441,0.972225,niche,1
6741,0.00647,0.060759,0.932771,niche,1
6742,0.183235,0.03064,0.786126,niche,2
6743,0.000915,0.715746,0.28334,mainstream,1
6744,0.022089,0.42692,0.550991,niche,1
6745,0.945685,0.027005,0.02731,pop,1
6746,0.00208,0.045108,0.952813,niche,1
6747,0.00256,0.950975,0.046465,mainstream,1
6748,0.004474,0.787699,0.207827,mainstream,1
6749,0.000124,0.004076,0.9958,niche,1
6750,0.024581,0.007998,0.967421,niche,1
6751,0.159433,0.399366,0.441201,niche,1
6752,0.000251,0.00165,0.998099,niche,1
6753,0.017643,0.023214,0.959144,niche,1
6754,0.022112,0.061459,0.916429,niche,1
6755,0.00035,0.054126,0.945524,niche,1
6756,0.00084,0.069562,0.929598,niche,1
6757,0.003422,0.13333,0.863248,niche,1
6758,0.001757,0.007759,0.990483,niche,2
6759,0.055203,0.268664,0.676133,niche,2
6760,0.022419,0.218423,0.759157,niche,1
6761,0.035795,0.078869,0.885336,niche,3
6762,0.068671,0.60632,0.325009,mainstream,2
6763,0.994284,0.003165,0.002551,pop,1
6764,0.000593,0.001208,0.998199,niche,1
6765,0.006834,0.674354,0.318812,mainstream,1
6766,0.001679,0.034338,0.963983,niche,1
6767,0.001694,0.009596,0.98871,niche,1
6768,0.032401,0.046205,0.921394,niche,1
6769,0.000582,0.000504,0.998914,niche,1
6770,0.009459,0.018401,0.97214,niche,1
6771,0.003264,0.210618,0.786117,niche,1
6772,0.000191,0.072367,0.927441,niche,1
6773,0.015109,0.275948,0.708943,niche,4
6774,0.01439,0.542477,0.443133,mainstream,12
6775,0.001871,0.00738,0.99075,niche,2
6776,2.5e-05,0.003723,0.996252,niche,1
6777,0.000357,0.006075,0.993568,niche,1
6778,0.020199,0.031143,0.948659,niche,1
6779,2.3e-05,0.000677,0.9993,niche,1
6780,0.006377,0.067675,0.925948,niche,1
6781,8.1e-05,0.001453,0.998466,niche,1
