slot_filler_id,title,subtitle_text,source_tag
2901287,Legacy of Crimes and Crises,"Transitional Justice, Domestic Change and the Role of the International Community",OL
2901288,Legacy of Crimes and Crises,"Transitional Justice, Domestic Change and the Role of the International Community",OL
2901289,Embracing Diversity,"Faith, Vocation, and the Promise of America",OL
2901290,Citizen Activities in Energy Transition,"User Innovation, New Communities, and the Shaping of a Sustainable Future",OL
2901291,Citizen Activities in Energy Transition,"User Innovation, New Communities, and the Shaping of a Sustainable Future",OL
2901292,Kennedy's Avenger,"Assassination, Conspiracy, and the Forgotten Trial of Jack Ruby",OL
2901293,Oku Trail,"Tracing Roots, Footprints and the Edification of a Cultural Space",OL
2901294,Oku Trail,"Tracing Roots, Footprints and the Edification of a Cultural Space",OL
2901295,From the Dust of the Earth,"Benedict XVI, the Bible, and the Theory of Evolution",OL
2901296,"Jesus, Interpreted","Benedict XVI, Bart Ehrman, and the Historical Truth of the Gospels",OL
2901297,Courting Change,"Queer Parents, Judges, and the Transformation of American Family Law",OL
2901298,Courting Change,"Queer Parents, Judges, and the Transformation of American Family Law",OL
2901299,West's Response to the Ukraine War,"Military Struggles, NATO Challenges, and the Reimagining of Global Politics",OL
2901300,West's Response to the Ukraine War,"Military Struggles, NATO Challenges, and the Reimagining of Global Politics",OL
2901301,Culmination,"Heidegger, German Idealism, and the Fate of Philosophy",OL
2901302,Home Front,"Revolutionary Households, Military Occupation, and the Making of American Independence",OL
2901303,Home Front,"Revolutionary Households, Military Occupation, and the Making of American Independence",OL
2901304,Blind No More,"African American Resistance, Free-Soil Politics, and the Coming of the Civil War",OL
2901305,Blind No More,"African American Resistance, Free-Soil Politics, and the Coming of the Civil War",OL
2901307,"Banning Them, Securing Us?","Terrorism, Parliament and the Ritual of Proscription",OL
2901308,Wordsworth's dirge and promise,"Napoleon, Wellington, and the Convention of Cintra",LOC
2901309,Regency Revolution,"Jane Austen, Napoleon, Lord Byron and the Making of the Modern World",OL
2901310,Bonds of Freedom,"Vows, Sacraments and the Formation of the Christian Self",OL
2901311,Bonds of Freedom,"Vows, Sacraments and the Formation of the Christian Self",OL
2901312,Postcolonial Historical Novel,"Realism, Allegory, and the Representation of Contested Pasts",OL
2901313,Corrupting the Image Vol 3,"Singularity, Superhumans, and the Second Coming of Jesus",OL
2901314,Corrupting the Image Vol 3,"Singularity, Superhumans, and the Second Coming of Jesus",OL
2901315,Deploying Ourselves,"Islamist Violence, Globalization, and the Responsible Projection of U. S. Force",OL
2901316,Mark Twain's Joan of Arc,"Political Wisdom, Divine Justice, and the Origins of Modernity",OL
2901317,Mark Twain's Joan of Arc,"Political Wisdom, Divine Justice, and the Origins of Modernity",OL
2901318,The great reforms,"autocracy, bureaucracy, and the politics of change in Imperial Russia",LOC
2901319,Dangerous diplomacy,"bureaucracy, power politics, and the role of the UN Secretariat in Rwanda",OL
2901320,Maranoia,"Weed, Greed, and the End of California",OL
2901321,Under the Influence,"John Deakin, Photography and the Lure of Soho",OL
2901322,Consensuality,"Didier Anzieu, Gender and the Sense of Touch",OL
2901323,Telephone for the World,"Iridium, Motorola, and the Making of a Global Age",OL
2901324,Telephone for the World,"Iridium, Motorola, and the Making of a Global Age",OL
2901325,Liberia and the Dialectic of Law,"Critical Theory, Pluralism, and the Rule of Law",OL
2901326,Rawls and Habermas,"Reason, Pluralism, and the Claims of Political Philosophy",OL
2901327,Three Skeptics and the Biblef,"La Peyrère, Hobbes, Spinoza, and the Reception of Modern Biblical Criticism",OL
2901328,The courtier and the heretic,"Leibniz, Spinoza, and the fate of God in the modern world",LOC
2901329,Civil-Military Relations and Global Security Governance,"Strategy, Hybrid Orders and the Case of Pakistan",OL
2901330,China Order,"Centralia, World Empire, and the Nature of Chinese Power",OL
2901331,China Order,"Centralia, World Empire, and the Nature of Chinese Power",OL
2901332,Girls and Juvenile Justice,"Power, Status, and the Social Construction of Delinquency",OL
2901333,World the Cold War Made,"Order, Chaos and the Return of History",OL
2901334,Communist Ghosts,"Post-Communist Thresholds, Critical Aesthetics and the Undoing of Modern Europe",OL
2901335,Communist Ghosts,"Post-Communist Thresholds, Critical Aesthetics and the Undoing of Modern Europe",OL
2901336,Small Town Capitalism in Western India,"Artisans, Merchants and the Making of the Informal Economy, 1870-1960",OL
2901337,After Cooling,"On Freon, Global Warming, and the Terrible Cost of Comfort",OL
2901338,Cool Balls,"Global Warming, Scrotal Heat and the Fate of Humankind",OL
2901339,Illuminati Doctrine - Part 1,"Knowledge, Illumination and the Path of the Light Worker",OL
2901340,Fantasy Island,"Colonialism, Exploitation, and the Betrayal of Puerto Rico",OL
2901341,Gay Affair,"Harvard, Plagiarism, and the Death of Academic Integrity",OL
2901342,Fields and Streams,"Stream Restoration, Neoliberalism, and the Future of Environmental Science",OL
2901343,Ploughing Up the Farm,"Neoliberalism, Modern Technology and the State of the World's Farmers",OL
2901344,Underdeveloping the Amazon,"Extraction, Unequal Exchange, and the Failure of the Modern State",OL
2901345,Underdeveloping the Amazon,"Extraction, Unequal Exchange, and the Failure of the Modern State",OL
2901346,The Book of Hiram,"Freemasonry, Venus and the Secret Key to the Life of Jesus",OL
2901347,Anti-Americanisms,"Power, Principle and the End of American Foreign Policy",OL
2901348,Wayward Icelanders,"Punishment, Boundary Maintenance, and the Creation of Crime",OL
2901349,Solomon's builders,"freemasons, founding fathers and the secrets of Washington, D.C.",LOC
2901350,Personal impact,"presence, paralanguage and the art of good communication",OL
2901351,Powder Days,"Ski Bums, Ski Towns and the Future of Chasing Snow",OL
2901352,Powder Days,"Ski Bums, Ski Towns and the Future of Chasing Snow",OL
2901353,Confronting Globalization,"Humanity, Justice and the Renewal of Politics",OL
2901356,Supporting Family and Community Investments in Young Children Globally,"Summary of a Joint Workshop by the National Academies of Sciences, Engineering, and Medicine and the Ethiopian Academy of Sciences",OL
2901357,Corpus Anarchicum,"Political Protest, Suicidal Violence, and the Making of the Posthuman Body",OL
2901358,Corpus Anarchicum,"Political Protest, Suicidal Violence, and the Making of the Posthuman Body",OL
2901359,Staging Power in Tudor and Stuart English History Plays,"History, Political Thought, and the Redefinition of Sovereignty",OL
2901360,Respect and Loathing in American Democracy,"Polarization, Moralization, and the Undermining of Equality",OL
2901361,Respect and Loathing in American Democracy,"Polarization, Moralization, and the Undermining of Equality",OL
2901362,"Theological Politics V. Philosophical Politics : Eric Voegelin, Leo Strauss, and the Re-orientation of Postmodernity","Eric Voegelin, Leo Strauss, and the Re-orientation of Postmodernity",OL
2901363,"Theological Politics V. Philosophical Politics : Eric Voegelin, Leo Strauss, and the Re-orientation of Postmodernity","Eric Voegelin, Leo Strauss, and the Re-orientation of Postmodernity",OL
2901364,Becoming Less Separate,"School Desegregation, Justice Department Enforcement, and the Pursuit of Unitary Status",OL
2901365,Theory of Legal Punishment,"Deterrence, Retribution, and the Aims of the State",OL
2901366,Secrets Of Women,"Gender, Generation, and the Origins of Human Dissection",OL
2901367,Itineraries in conflict,"Israelis, Palestinians, and the political lives of tourism",LOC
2901368,Road to September 1939,"Polish Jews, Zionists, and the Yishuv on the Eve of World War II",OL
2901369,The anatomy of work,"labor, leisure, and the implications of automation",LOC
2901370,Nesting Season,"Cuckoos, Cuckolds, and the Invention of Monogamy",OL
2901371,Nesting Season,"Cuckoos, Cuckolds, and the Invention of Monogamy",OL
2901372,Warrior Poets,"Guns, Movie-Making and the Wild West of Pakistan",OL
2901373,Thought of Matter,"Materialism, Conceptuality and the Transcendence of Immanence",OL
2901374,Thought of Matter,"Materialism, Conceptuality and the Transcendence of Immanence",OL
2901375,Rethinking the Pompeian House,"Doors, Closure Systems and the Organisation of Space",OL
2901376,Rethinking the Pompeian House,"Doors, Closure Systems and the Organisation of Space",OL
2901377,Making Liberalism New,"American Intellectuals, Modern Literature, and the Rewriting of a Political Tradition",OL
2901378,Making Liberalism New,"American Intellectuals, Modern Literature, and the Rewriting of a Political Tradition",OL
2901379,Global Homophobia,"States, Movements, and the Politics of Oppression",OL
2901380,Mobilizing Science,"Movements, Participation, and the Remaking of Knowledge",OL
2901381,Antagonistic Cooperation,"Jazz, Collage, Fiction, and the Shaping of African American Culture",OL
2901382,Baudelaire,"Individualism, Dandyism and the Philosophy of History",OL
2901383,Demonic Warfare,"Daoism, Territorial Networks, and the History of a Ming Novel",OL
2901384,Rigor of Angels,"Borges, Heisenberg, Kant, and the Ultimate Nature of Reality",OL
2901385,Transported to Botany Bay,"Class, National Identity, and the Literary Figure of the Australian Convict",OL
2901386,Hidden Pearls,"Experience and Enjoy the Presence of God through Inspiring Devotions, Hymns, and the Compelling Stories of their Writers (Hidden Pearls)",OL
2901387,Forensic Fantasies,"Doctors, Documents, and the Limits of Truth in Turkey",OL
2901388,Oil revolution,"anticolonial elites, sovereign rights, and the economic culture of decolonization",OL
2901389,Oil revolution,"anticolonial elites, sovereign rights, and the economic culture of decolonization",OL
2901391,Leitmotiv and drama,"Wagner, Brecht, and the limits of 'Epic' theatre",LOC
2901393,Game On!,"Gamification, Gameful Design, and the Rise of the Gamer Educator",OL
2901394,Game On!,"Gamification, Gameful Design, and the Rise of the Gamer Educator",OL
2901395,Control in Bioprocessing,"Modeling, Estimation and the Use of Soft Sensors",OL
2901396,Control in Bioprocessing,"Modeling, Estimation and the Use of Soft Sensors",OL
2901397,Rule of Crisis,"Terrorism, Emergency Legislation and the Rule of Law",OL
2901398,You're Muted,"Performance, Precarity, and the Logic of Zoom",OL
2901402,Making of International Human Rights,"The 1960s, Decolonization, and the Reconstruction of Global Values",OL
2901403,Politics of Population,"State Formation, Statistics, and the Census of Canada, 1840-1875",OL
2901404,Toward the Healthy City,"People, Places, and the Politics of Urban Planning",OL
2901405,Logic of Japanese Politics,"Leaders, Institutions, and the Limits of Change",OL
2901406,Agents of Atrocity,"Leaders, Followers and the Violation of Human Rights in the Civil War",OL
2901407,Profits of Distrust,"Citizen-Consumers, Drinking Water, and the Crisis of Confidence in American Government",OL
2901408,Profits of Distrust,"Citizen-Consumers, Drinking Water, and the Crisis of Confidence in American Government",OL
2901409,The edge of the precipice,"Hafez al-Assad, Henry Kissinger, and the remaking of the modern Middle East",OL
2901410,The men we left behind,"Henry Kissinger, the politics of deceit, and the tragic fate of POWs after the Vietnam War",LOC
2901411,Critical elections and critical coups,"State, society, and the military in the processes of Latin American development",LOC
2901412,Making of Global and Local Modernities in Melanesia,"Humiliation, Transformation and the Nature of Cultural Change",OL
2901413,Peirce and Religion,"Knowledge, Transformation, and the Reality of God",OL
2901414,Taxi Searchers,"John Wayne, Robert Deniro, and the Meaning of America",OL
2901415,Cemetery Stories,"Haunted Graveyards, Embalming Secrets, and the Life of a Corpse After Death",OL
2901416,Cemetery Stories,"Haunted Graveyards, Embalming Secrets, and the Life of a Corpse After Death",OL
2901417,From NEUROSCIENCE To NEUROLOGY,"Neuroscience, Molecular Medicine, and the Therapeutic Transformation of Neurology",OL
2901418,Fugitive Thought,"Prison Movements, Race, and the Meaning of Justice",OL
2901419,Millennials in Architecture,"Generations, Disruption, and the Legacy of a Profession",OL
2901420,Millennials in Architecture,"Generations, Disruption, and the Legacy of a Profession",OL
2901421,Thai Stick,"Surfers, Scammers, and the Untold Story of the Marijuana Trade",OL
2901422,Thai Stick,"Surfers, Scammers, and the Untold Story of the Marijuana Trade",OL
2901423,Values in Sport,"Elitism, Nationalism, Gender Equality and the Scientific Manufacturing of Winners",OL
2901424,Values in Sport,"Elitism, Nationalism, Gender Equality and the Scientific Manufacturing of Winners",OL
2901425,Autobiographical Inscriptions,"Form, Personhood, and the American Woman Writer of Color",OL
2901426,Gorgon's Gaze,"German Cinema, Expressionism, and the Image of Horror",OL
2901427,Theorizing the Avant-garde,"Modernism, Expressionism, and the Problem of Postmodernity",OL
2901428,Boom Bust,"House Prices, Banking and the Depression of 2010",OL
2901429,Lucid Vigil,"Deconstruction, Desire and the Politics of Critique",OL
2901430,Hope in a Secular Age,"Deconstruction, Negative Theology, and the Future of Faith",OL
2901431,Enchantment,"Ashes, Diamonds and the Transformation of Funeral Culture",OL
2901432,When We Sold God's Eye,"Diamonds, Murder and a Clash of Worlds in the Amazon",OL
2901433,My Husband Wears the Short Shorts in THIS Family!,"Parenting with Humor, Courage and a Whole Lot of Love",OL
2901434,Enforcing Silence,"Academic Freedom, Palestine and the Criticism of Israel",OL
2901435,From a Gadfly to a Hornet,"Academic Freedom, Humanizing Education, and the Intellectual Life of Joseph Kinmont Hart",OL
2901436,Strangers in the Bronx,"DiMaggio, Mantle, and the Changing of the Yankee Guard",OL
2901437,Strangers in the Bronx,"DiMaggio, Mantle, and the Changing of the Yankee Guard",OL
2901438,American Tianxia,"Chinese Money, American Power and the End of History",OL
2901439,American Tianxia,"Chinese Money, American Power and the End of History",OL
2901446,Economy of Prestige,"Prizes, Awards, and the Circulation of Cultural Value",OL
2901447,Last Lost World,"Ice Ages, Human Origins, and the Invention of the Pleistocene",OL
2901448,Last Lost World,"Ice Ages, Human Origins, and the Invention of the Pleistocene",OL
2901449,Property Rights in Outer Space,"Mining, Techno-Utopian Imaginaries, and the Privatisation of the off-World Frontier",OL
2901450,Promise of the Modern Age,"Perception, Understanding and the Possibility of Human Empowerment",OL
2901451,Borderland of Fear,"Vincennes, Prophetstown, and the Invasion of the Miami Homeland",OL
2901452,Borderland of Fear,"Vincennes, Prophetstown, and the Invasion of the Miami Homeland",OL
2901453,Wilhelminism and its legacies,"German modernities, Imperialism, and the meanings of reform, 1890-1930 : essays for Hartmut Pogge von Strandmann",LOC
2901454,Archetype of the Apocalypse,"Divine Vengeance, Terrorism, and the End of the World",OL
2901455,Plato and Aristophanes,"Comedy, Politics, and the Pursuit of a Just Life",OL
2901456,When IVF Fails,"Feminism, Infertility and the Negotiation of Normality",OL
2901457,Fixers,"Agency, Translation, and the Early Global History of Literature",OL
2901458,Behind the Privet Hedge,"Richard Sudell, Suburbia and the Beautification of Britain",OL
2901459,Behind the Privet Hedge,"Richard Sudell, Suburbia and the Beautification of Britain",OL
2901460,The Ravaging Tide,"Strange Weather, Future Katrinas, and the Coming Death of America's Coastal Cities",OL
2901461,The Ravaging Tide,"Strange Weather, Future Katrinas, and the Coming Death of America's Coastal Cities",OL
2901463,Reforming Chile,"Cultural Politics, Nationalism, and the Rise of the Middle Class",OL
2901464,Virusphere,"Ebola, AIDS, Influenza And The Hidden World Of The Virus",OL
2901465,Wild Horse Effect,"Awe, Well-Being, and the Transformative Power of Nature",OL
2901466,Global Tokyo,"Heritage, Urban Redevelopment and the Transformation of Authenticity",OL
2901467,Contested and Dangerous Seas,"North Atlantic Fishermen, Their Wives, Unions, and the Politics of Exclusion",OL
2901468,Mobilizing Against Inequality,"Unions, Immigrant Workers, and the Crisis of Capitalism",OL
2901469,Negative Dialectics and Event,"Nonidentity, Culture, and the Historical Adequacy of Consciousness",OL
2901470,Renegade Amish,"Beard Cutting, Hate Crimes, and the Trial of the Bergholz Barbers",OL
2901471,Renegade Amish,"Beard Cutting, Hate Crimes, and the Trial of the Bergholz Barbers",OL
2901472,Trauma of Doctrine,"New Calvinism, Religious Abuse, and the Experience of God",OL
2901473,Trauma of Doctrine,"New Calvinism, Religious Abuse, and the Experience of God",OL
2901474,Symbolic Jesus,"Historical Scholarship, Judaism and the Construction of Contemporary Identity",OL
2901475,Undoing Homogeneity in the Nordic Region,"Migration, Difference and the Politics of Solidarity",OL
2901476,Information in War,"Military Innovation, Battle Networks, and the Future of Artificial Intelligence",OL
2901477,Information in War,"Military Innovation, Battle Networks, and the Future of Artificial Intelligence",OL
2901478,Blueprint for Corporate Governance,"Strategy, Accountability, and the Preservation of Shareholder Value",OL
2901479,Black Ops Advertising,"Native Ads, Content Marketing, and the Covert World of the Digital Sell",OL
2901480,Black Ops Advertising,"Native Ads, Content Marketing, and the Covert World of the Digital Sell",OL
2901481,Children of Darkness and Light,"Lori Vallow, Chad Daybell and the Story of a Murderous Faith",OL
2901482,Children of Darkness and Light,"Lori Vallow, Chad Daybell and the Story of a Murderous Faith",OL
2901483,Novelty and Change,"New Research, Ideas, Thoughts and Interpretation on the British Civil Wars and the Military History of the 17th Century",OL
2901484,Novelty and Change,"New Research, Ideas, Thoughts and Interpretation on the British Civil Wars and the Military History of the 17th Century",OL
2901485,Technologies of the Self-Portrait,"Identity, Presence and the Construction of the Subject in Twentieth and Twenty-First Century Art",OL
2901486,How the World Became a Stage,"Presence, Theatricality, and the Question of Modernity",OL
2901487,Doorways to Heaven,"A Spiritual Journey Guided by Angels, Miracles and the Art of Andy Lakey",OL
2901489,Global Health Governance and Commercialisation of Public Health in India,"Actors, Institutions and the Dialectics of Global and Local",OL
2901490,Unlearning,"Rethinking Poetics, Pandemics, and the Politics of Knowledge",OL
2901491,Suspicion,"Vaccines, Hesitancy, and the Affective Politics of Protection in Barbados",OL
2901492,Pierre Gassendi,"Humanism, Science, and the Birth of Modern Philosophy",OL
2901493,Hunting Africa,"British Sport, African Knowledge and the Nature of Empire",OL
2901494,Hunting Africa,"British Sport, African Knowledge and the Nature of Empire",OL
2901495,English Literary Afterlives,"Greene, Sidney, Donne and the Evolution of Posthumous Fame",OL
2901496,English Literary Afterlives,"Greene, Sidney, Donne and the Evolution of Posthumous Fame",OL
2901497,Poetry and change,"Donne, Milton, Wordsworth, and the equilibrium of the present",LOC
2901498,Driven,"Teen Phenoms, Mad Parents, Swing Science and the Future of Golf",OL
2901499,Driven,"Teen Phenoms, Mad Parents, Swing Science and the Future of Golf",OL
2901500,Driven,"Teen Phenoms, Mad Parents, Swing Science and the Future of Golf",OL
2901502,Sherman's Ghosts,"Soldiers, Civilians, and the American Way of War",OL
2901503,Culture Keeping,"White Mothers, International Adoption, and the Negotiation of Family Difference",OL
2901504,Culture Keeping,"White Mothers, International Adoption, and the Negotiation of Family Difference",OL
2901505,New Seeds of Profit,"Business Heroes, Corporate Villains, and the Future of American Capitalism",OL
2901506,New Seeds of Profit,"Business Heroes, Corporate Villains, and the Future of American Capitalism",OL
2901507,Tempo and Tactus in the German Baroque,"Treatises, Scores, and the Performance of Organ Music",OL
2901508,Tempo and Tactus in the German Baroque,"Treatises, Scores, and the Performance of Organ Music",OL
2901509,Human Rights at Risk,"Global Governance, American Power, and the Future of Dignity",OL
2901510,Ironic Freedom,"Personal Choice, Public Policy, and the Paradox of Reform",OL
2901511,Ironic Freedom,"Personal Choice, Public Policy, and the Paradox of Reform",OL
2901512,Assault on Truth,"Boris Johnson, Donald Trump and the Emergence of a New Moral Barbarism",OL
2901513,Chasing Tales,"Travel Writing, Journalism and the History of British Ideas about Afghanistan. (Studia Imagologica)",OL
2901514,"Newspapers, War and Society in the 20th Century","Journalism, Reportage and the Social Role of the Press",OL
2901515,Fighting to Breathe,"Race, Toxicity, and the Rise of Youth Activism in Baltimore",OL
2901516,Awakened,"Creation, Pre-Adamic Ages, and the Ancient History of the Human Spirit",OL
2901517,Latino crossings,"Mexicans, Puerto Ricans, and the politics of race and citizenship",LOC
2901518,San Miguel de Allende,"Mexicans, Foreigners, and the Making of a World Heritage Site",OL
2901519,Going Local,"Decentralization, Democratization, and the Promise of Good Governance",OL
2901520,Grace of Four Moons,"Dress, Adornment, and the Art of the Body in Modern India",OL
2901521,Grace of Four Moons,"Dress, Adornment, and the Art of the Body in Modern India",OL
2901522,Seer's Path,"An Invitation to Experience Heaven, Angels, and the Invisible Realm of the Spirit",OL
2901523,"My Book of Job : the Truth about God, Satan, and, the Devil","This Book Is for the Vitums of God, Satan and the Devil in Thier Book of Job",OL
2901524,Love wins,"A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",LOC
2901525,Moral Autopsy,"Truths, Secrets, and the Judicial Afterlives of Communist Secret Service Archives",OL
2901526,Nothing Personal,"Connectivity, Psyche, and the Death of Web 2. 0",OL
2901527,Nothing Personal,"Connectivity, Psyche, and the Death of Web 2. 0",OL
2901528,Navigating Public Opinion,"Polls, Policy, and the Future of American Democracy",OL
2901532,Japanese Tree Burial,"Ecology, Kinship and the Culture of Death",OL
2901533,Re-Make/Re-model,"Art, Pop, Fashion and the Making of Roxy Music, 1953-1972",OL
2901534,Supergirls,"Fashion, Feminism, Fantasy, and the History of Comic Book Heroines",OL
2901535,Battle of Thapsus,"Caesar, Metellus Scipio, and the Renewal of the Third Roman Civil War",OL
2901539,Street Smart,"Competition, Entrepreneurship and the Future of Roads",OL
2901540,Between Camps,"Nations, Cultures and the Allure of Race",OL
2901541,Two Hundred Miles from Baghdad,"Cultures, Conflicts, and the Lost Art of Hitchhiking",OL
2901542,The mirage factory,"illusion, imagination, and the invention of Los Angeles",OL
2901543,Faces from the Front,"Harold Gillies, the Queen's Hospital, Sidcup and the Origins of Modern Plastic Surgery",OL
2901544,Faces from the Front,"Harold Gillies, the Queen's Hospital, Sidcup and the Origins of Modern Plastic Surgery",OL
2901545,Reformatted,"Code, Networks, and the Transformation of the Music Industry",OL
2901546,Multi-Layered Governance of Migration in Italy,"Policy Actors, Networks, and the Shaping of the Refugee 'Crisis'",OL
2901547,Hard Times Coming,"How to Prepare for the Mini Ice Age, Social Collapse, Food Shortages, and the End of the Era",OL
2901548,Hard Times Coming,"How to Prepare for the Mini Ice Age, Social Collapse, Food Shortages, and the End of the Era",OL
2901549,Last Lone Inventor,"A Tale of Genius, Deceit, and the Birth of Television",OL
2901550,Ghosts of the New City,"Spirits, Urbanity, and the Ruins of Progress in Chiang Mai",OL
2901551,Politics of Military Families,"State, Work Organizations, and the Rise of the Negotiation Household",OL
2901552,Orienting Arthur Waley,"Japonism, Orientalism, and the Creation of Japanese Literature in English",OL
2901553,Arab-American women's writing and performance,"Orientalism, race and the idea of the Arabian nights",LOC
2901554,What Do Corporations Want?,"Communicative Capitalism, Corporate Purpose, and a New Theory of the Firm",OL
2901555,What Do Corporations Want?,"Communicative Capitalism, Corporate Purpose, and a New Theory of the Firm",OL
2901556,New Orleans Pralines,"Plantation Sugar, Louisiana Pecans, and the Marketing of Southern Nostalgia",OL
2901557,New Orleans Pralines,"Plantation Sugar, Louisiana Pecans, and the Marketing of Southern Nostalgia",OL
2901558,Perversions of the Market,"Sadism, Masochism, and the Culture of Capitalism",OL
2901559,Perversions of the Market,"Sadism, Masochism, and the Culture of Capitalism",OL
2901560,Stable Door,"C. S. Lewis, Belief, and the Paradox of Recognition",OL
2901561,Cuba,"Castro, Revolution, and the End of the Embargo",OL
2901562,False Promise of Liberal Order,"Nostalgia, Delusion and the Rise of Trump",OL
2901563,False Promise of Liberal Order,"Nostalgia, Delusion and the Rise of Trump",OL
2901564,What's Their Story?,"Anthropology, Design Thinking, and the Rebirth of Healthcare Marketing",OL
2901565,"SUMMARY of the DAILY STOIC by Ryan Holiday, and Stephen Hanselman","366 Meditations on Wisdom, Perseverance, and the Art of Living",OL
2901566,What's Wrong with Obamamania?,"Black America, Black Leadership, and the Death of Political Imagination",OL
2901567,Scientific Way of War,"Antebellum Military Science, West Point, and the Origins of American Military Thought",OL
2901568,A scientific way of war,"antebellum military science, West Point, and the origins of American military thought",LOC
2901569,Korea and the Fall of the Mongol Empire,"Alliance, Upheaval, and the Rise of a New East Asian Order",OL
2901570,Korea and the Fall of the Mongol Empire,"Alliance, Upheaval, and the Rise of a New East Asian Order",OL
2901571,HAMAS JIHAD,"antisemitism, islamic world conquest and the manipulation of palestinian nationalism",OL
2901572,HAMAS JIHAD,"antisemitism, islamic world conquest and the manipulation of palestinian nationalism",OL
2901573,Vertigo Comics,"British Creators, US Editors, and the Making of a Transformational Imprint",OL
2901574,Vertigo Comics,"British Creators, US Editors, and the Making of a Transformational Imprint",OL
2901575,Navy SEALs Gone Wild,"Publicity, Fame, and the Loss of the Quiet Professional",OL
2901576,"Consumption, Identity and Style","Marketing, Meanings, and the Packaging of Pleasure",OL
2901577,Ideologies of Communication in Japan,"Speakers, Interaction and the Creation of Difference",OL
2901578,Ideologies of Communication in Japan,"Speakers, Interaction and the Creation of Difference",OL
2901579,Between Pen and Pixel,"Comics, Materiality, and the Book of the Future",OL
2901580,Talking to the Enemy,"Faith, Brotherhood, and the Making of Terrorists",OL
2901581,Proving Grounds,"Militarized Landscapes, Weapons Testing, and the Environmental Impact of U. S. Bases",OL
2901582,Proving Grounds,"Militarized Landscapes, Weapons Testing, and the Environmental Impact of U. S. Bases",OL
2901583,Staking a Claim,"Jake Simmons, Jr. and the Making of an Oil Dynasty",OL
2901584,The Chautauqua moment,"Protestants, progressives, and the culture of modern liberalism",OL
2901585,Economics of Groundwater Management in Arid Countries,"Theory, International Experience and a Case Study of Jordan",OL
2901586,How to Make and Use the Storage Battery,"Embracing Its History, Theory, Maintence, and the Installation of Plants",OL
2901587,Showtime,"Magic, Kareem, Riley, and the Los Angeles Lakers dynasty of the 1980s",LOC
2901588,Gated Communities in China,"Class, Privilege and the Moral Politics of the Good Life",OL
2901589,Theorizing Music Evolution,"Darwin, Spencer, and the Limits of the Human",OL
2901590,Real History of AMERICA Volume 1,"Colonization, Frontier Expansion and the Founding of the United States of America",OL
2901591,Real History of AMERICA Volume 1,"Colonization, Frontier Expansion and the Founding of the United States of America",OL
2901592,Summary Nathaniel Philbrick's Valiant Ambition,"George Washington, Benedict Arnold, and the Fate of the American Revolution",OL
2901593,Nightmare on Main Street,"Angels, Sadomasochism, and the Culture of Gothic",OL
2901594,Gnostic Anthropology,"Evolution, Devolution, and the Fate of Humanity",OL
2901595,Judith Butler,"Sexual Politics, Social Change and the Power of the Performative",OL
2901596,Middle-Class Dharma,"Gender, Aspiration, and the Making of Modern Hinduism",OL
2901597,Conquest,"Montezuma, Cortés, and the fall of Old Mexico",LOC
2901598,Conquest,"Montezuma, Cortes, and the Fall of Old Mexico",OL
2901599,When Movies Were Theater,"Architecture, Exhibition, and the Evolution of American Film",OL
2901600,Emperors and Usurpers in the Later Roman Empire,"Civil War, Panegyric, and the Construction of Legitimacy",OL
2901601,Creole in the Archive,"Imagery, Presence and the Location of the Caribbean Figure",OL
2901602,Neo-Nationalism and Universities,"Populists, Autocrats, and the Future of Higher Education",OL
2901603,Neo-Nationalism and Universities,"Populists, Autocrats, and the Future of Higher Education",OL
2901604,Metaphor and Fields,"Common Ground, Common Language, and the Future of Psychoanalysis",OL
2901605,Metaphor and Fields,"Common Ground, Common Language, and the Future of Psychoanalysis",OL
2901606,Aggression and Sufferings,"Settler Violence, Native Resistance, and the Coalescence of the Old South",OL
2901607,Aggression and Sufferings,"Settler Violence, Native Resistance, and the Coalescence of the Old South",OL
2901608,Changing Meat Cultures,"Food Practices, Global Capitalism, and the Consumption of Animals",OL
2901609,Changing Meat Cultures,"Food Practices, Global Capitalism, and the Consumption of Animals",OL
2901610,Public Images,"Celebrity, Photojournalism, and the Making of the Tabloid Press",OL
2901611,Walt Whitman and Modern Music,"War, Desire, and the Trials of Nationhood",OL
2901612,Sumerian Exorcism,"Magick, Demons, and the Lost Art of Marduk",OL
2901613,Totally Charmed,"Demons, Whitelighters and the Power of Three (Smart Pop series)",OL
2901614,Philosopher in the Valley,"Alex Karp, Palantir, and the Rise of the Surveillance State",OL
2901615,Philosopher in the Valley,"Alex Karp, Palantir, and the Rise of the Surveillance State",OL
2901616,Tracking Trash,"Flotsam, Jetsam, and the Science of Ocean Motion",OL
2901617,Tracking Trash,"Flotsam, Jetsam, and the Science of Ocean Motion",OL
2901618,Grifter's Club,"Trump, Mar-A-Lago, and the Selling of the Presidency",OL
2901619,"Jung, Irigaray, Individuation","Philosophy, Analytical Psychology, and the Question of the Feminine",OL
2901620,When Nature and Nurture Collide,"Early Childhood Trauma, Adult Crime, and the Limits of Criminal Law",OL
2901621,When Nature and Nurture Collide,"Early Childhood Trauma, Adult Crime, and the Limits of Criminal Law",OL
2901622,Chinese Trade,"Trade Deficits, State Subsidies and the Rise of China",OL
